Title,Header,Data
Zehirli Çiçek,Ses formatı,Stereo
Zehirli Çiçek,Yayın tarihi,21 Mart 2000  ( 2000-03-21 ) [1]  -  26 Aralık 2000  ( 2000-12-26 ) [2]
Zehirli Çiçek,Durumu,Sona erdi
Baba Evi,Format,Televizyon dizisi
Baba Evi,Tür,Dram
Baba Evi,Senarist,Neşe Cehiz Macit Koper Hüseyin Kuzu Hülya Çelikezer Filiz Terzi Ayhan Sonyürek
Baba Evi,Yönetmen,Yusuf Kurçenli Orhan Oğuz Mahinur Ergun Feyzi Tuna Erden Kıral
Baba Evi,Başrol,Halil Ergün Deniz Gökçer Sevinç Erbulak Ayşegül Ünsal Altan Karındaş İsmet Ay İhsan Devrim
Baba Evi,Ülke,Türkiye
Baba Evi,Dili,Türkçe
Baba Evi,Sezon sayısı,4
Baba Evi,Bölüm sayısı,135
Baba Evi,Yapımcı,İrfan Tözüm
Baba Evi,Yapım  şirketi,Muhteşem Film
Baba Evi,Kanal,atv
Baba Evi,Ses formatı,Stereo
Baba Evi,Yayın tarihi,19 Eylül 1997 [1]  - 8 Haziran 2001
Baba Evi,Durumu,Sona erdi
Benim İçin Ağlama,Format,Televizyon dizisi
Benim İçin Ağlama,Başrol,Fatma Girik Bulut Aras Yeşim Büber Ebru Akel Gökhan Tepe
Benim İçin Ağlama,Ülke,Türkiye
Benim İçin Ağlama,Dili,Türkçe
Benim İçin Ağlama,Yapımcı,Osman Yağmurdereli
Benim İçin Ağlama,Yapım  şirketi,Yağmur Ajans
Benim İçin Ağlama,Kanal,TGRT
Benim İçin Ağlama,Yayın tarihi,10 Ekim 2000  ( 2000-10-10 ) [1] [2] [3] [4] [5] [6]  -  2001  ( 2001 )
Benim İçin Ağlama,Durumu,Sona erdi
Bir Filiz Vardı,Format,Televizyon dizisi
Bir Filiz Vardı,Tür,Duygusal Aile Komedi
Bir Filiz Vardı,Senarist,Sevgi Saygı
Bir Filiz Vardı,Yönetmen,Feyzi Tuna
Bir Filiz Vardı,Başrol,Özgü Namal Müge Oruçkaptan Nihan Durukan Menderes Samancılar Nükhet Egeli Savaş Akova Özlem Saraç Alper Yakıcı
Bir Filiz Vardı,Ülke,Türkiye
Bir Filiz Vardı,Dili,Türkçe
Bir Filiz Vardı,Sezon sayısı,1
Bir Filiz Vardı,Bölüm sayısı,3
Bir Filiz Vardı,Yapımcı,Zafer Par
Bir Filiz Vardı,Yapım  şirketi,TRT
Bir Filiz Vardı,Kanal,TRT 1
Bir Filiz Vardı,Yayın tarihi,2001 - 2001
Bir Filiz Vardı,Durumu,Sona erdi
Bizim Mahalle,Format,Televizyon dizisi
Bizim Mahalle,Tür,Aile Komedi Macera
Bizim Mahalle,Senarist,Çetin Büyükakın
Bizim Mahalle,Yönetmen,Ülkü Erakalın Tulip Karamanbey Temel Gürsu Tangör Toydemir Ayhan Önal
Bizim Mahalle,Başrol,Neslihan Acar Osman Yağmurdereli Üstün Asutay Neriman Köksal Nilgün Belgün Meltem Ören İlhan Daner
Bizim Mahalle,Ülke,Türkiye
Bizim Mahalle,Dili,Türkçe
Bizim Mahalle,Sezon sayısı,8
Bizim Mahalle,Bölüm sayısı,510
Bizim Mahalle,Yapımcı,Osman Yağmurdereli
Bizim Mahalle,Yapım  şirketi,TRT
Bizim Mahalle,Dağıtımcı firma,Yağmur Ajans
Bizim Mahalle,Kanal,TRT 1  (1994-2001)
Bizim Mahalle,Ses formatı,Stereo
Bizim Mahalle,Yayın tarihi,12 Şubat 1994 - 2 Nisan 2001
Bizim Mahalle,Durumu,Sona erdi
Çılgın Bediş,Format,Televizyon dizisi
Çılgın Bediş,Tür,Gençlik Komedi
Çılgın Bediş,Senarist,Zeki Keskin  (1-5) Baha Targün  (6-14) Süleyman Solmaz  (15-34) Mr. Veb Yaratım Ekibi  (35-54) Güneş Film Yazım Ekibi  (55-65) Vasıf Küçükoruç  (66-70)
Çılgın Bediş,Yönetmen,Turgut Yasalar  (1-5) Yavuz Figenli  (6-53) Çetin İnanç  (54-65) Ömer Uğur  (66-70)
Çılgın Bediş,Başrol,Yonca Evcimik Cenk Torun Çiçek Dilligil Selahattin Taşdöğen
Çılgın Bediş,Tema müziği bestecisi,Aykut Gürel
Çılgın Bediş,Açılış müziği,Çılgın Bediş Jenerik
Çılgın Bediş,Ülke,Türkiye
Çılgın Bediş,Dili,Türkçe
Çılgın Bediş,Sezon sayısı,4
Çılgın Bediş,Bölüm sayısı,70
Çılgın Bediş,Yapımcı,Ayhan Aybek
Çılgın Bediş,Mekân,"Sarıyer ,  İstanbul"
Çılgın Bediş,Görüntü yönetmeni,Sertaç Karan
Çılgın Bediş,Gösterim süresi,40 dakika
Çılgın Bediş,Kanal,Kanal D  (1996-1999) Show TV  (2000-2001)
Çılgın Bediş,Resim formatı,4:3
Çılgın Bediş,Ses formatı,Stereo
Çılgın Bediş,Yayın tarihi,8 Temmuz 1996 - 3 Mart 2001
Çılgın Bediş,Durumu,Sona erdi
"Dedem, Gofret ve Ben",Format,Televizyon dizisi
"Dedem, Gofret ve Ben",Tür,Komedi Aile
"Dedem, Gofret ve Ben",Senarist,Çetin Büyükakın Alper Erze
"Dedem, Gofret ve Ben",Yönetmen,Zeki Alasya
"Dedem, Gofret ve Ben",Başrol,Zeki Alasya Selma Güneri İclal Aydın Hazım Körmükçü Nejat İşler Barış Küçükgüler Halit Ergenç
"Dedem, Gofret ve Ben",Ülke,Türkiye
"Dedem, Gofret ve Ben",Dili,Türkçe
"Dedem, Gofret ve Ben",Sezon sayısı,1
"Dedem, Gofret ve Ben",Bölüm sayısı,39
"Dedem, Gofret ve Ben",Yapımcı,Osman Yağmurdereli
"Dedem, Gofret ve Ben",Kanal,TRT 1
"Dedem, Gofret ve Ben",Yayın tarihi,2001 - 2001
"Dedem, Gofret ve Ben",Durumu,Sona erdi
Eyvah Kızım Büyüdü,Format,Televizyon dizisi
Eyvah Kızım Büyüdü,Senarist,Tayfun Güneyer
Eyvah Kızım Büyüdü,Yönetmen,Orhan Cesur Filiz Kaynak Bülent Özdural
Eyvah Kızım Büyüdü,Başrol,Haluk Bilginer Yıldız Asyalı Alp Öyken Uğur Kıvılcım Savaş Ay
Eyvah Kızım Büyüdü,Ülke,Türkiye
Eyvah Kızım Büyüdü,Dili,Türkçe
Eyvah Kızım Büyüdü,Sezon sayısı,2
Eyvah Kızım Büyüdü,Bölüm sayısı,34
Eyvah Kızım Büyüdü,Yapım  şirketi,ANS
Eyvah Kızım Büyüdü,Kanal,Kanal D  (2000-2001)
Eyvah Kızım Büyüdü,Yayın tarihi,22 Mart 2000  ( 2000-03-22 ) [1]  -  23 Mayıs 2001  ( 2001-05-23 ) [2]
Eyvah Kızım Büyüdü,Durumu,Sona erdi
Eyvah Kızım Büyüdü,Önce gelen,Eyvah Babam (1998-2000)
Günaydın İstanbul Kardeş,Tür,Duygusal
Günaydın İstanbul Kardeş,Senarist,Çağan Irmak
Günaydın İstanbul Kardeş,Yönetmen,Çağan Irmak
Günaydın İstanbul Kardeş,Başrol,Volkan Severcan Doğa Rutkay Güler Ökten Goncagül Sunar Esra Akkaya Dilaver Uyanık Aktan Doğrar Ayhan Kavas Mürşid Bağ Ülkü Ülker Mustafa Turan Özlem İpek Remzi Evren Teoman Mermutlu Sevda Aktolga Yonca Cevher Beste Sönmezocak Levent Sülün Yalçın Bulut Defne Şener İlter Genay Diğba Ener Ali Çoban Feriha Eyüpoğlu Aslı Ciğeroğlu
Günaydın İstanbul Kardeş,Ülke,Türkiye
Günaydın İstanbul Kardeş,Dili,Türkçe
Günaydın İstanbul Kardeş,Yapımcı,İrfan Tözüm
Günaydın İstanbul Kardeş,Yapım  şirketi,Muhteşem Film
Günaydın İstanbul Kardeş,Kanal,atv
Günaydın İstanbul Kardeş,Yayın tarihi,3 Eylül 1998 - 7 Haziran 2001
İkinci Bahar,Format,Televizyon dizisi
İkinci Bahar,Tür,Dram
İkinci Bahar,Senarist,Sulhi Dölek
İkinci Bahar,Yönetmen,Uğur Yücel Orhan Oğuz Türkan Derya
İkinci Bahar,Başrol,Türkan Şoray Şener Şen Tarık Papuççuoğlu Güven Hokna Nedim Saban Özkan Uğur Nurgül Yeşilçay Ozan Güven
İkinci Bahar,Ülke,Türkiye
İkinci Bahar,Dili,Türkçe
İkinci Bahar,Sezon sayısı,3
İkinci Bahar,Bölüm sayısı,37
İkinci Bahar,Yapımcı,Mustafa Oğuz
İkinci Bahar,Mekân,"Samatya ,  İstanbul"
İkinci Bahar,Görüntü yönetmeni,Hakan Gürtop
İkinci Bahar,Yapım  şirketi,Erler Film Most Production
İkinci Bahar,Kanal,atv  (1998-2001)
İkinci Bahar,Resim formatı,4:3
İkinci Bahar,Ses formatı,Stereo
İkinci Bahar,Yayın tarihi,29 Ekim 1998 - 11 Ocak 2001
İkinci Bahar,Durumu,Sona erdi
Karanlıkta Koşanlar,Format,Televizyon dizisi
Karanlıkta Koşanlar,Tür,Macera Polisiye
Karanlıkta Koşanlar,Senarist,Ahmet Ümit Uğur Yücel
Karanlıkta Koşanlar,Yönetmen,Uğur Yücel
Karanlıkta Koşanlar,Başrol,Uğur Yücel Haluk Bilginer Altan Karındaş Köksal Engür Devin Özgür Çınar Parkan Özturan Levend Yılmaz
Karanlıkta Koşanlar,Ülke,Türkiye
Karanlıkta Koşanlar,Dili,Türkçe
Karanlıkta Koşanlar,Sezon sayısı,1
Karanlıkta Koşanlar,Bölüm sayısı,10
Karanlıkta Koşanlar,Yapımcı,Osman Yağmurdereli
Karanlıkta Koşanlar,Yapım  şirketi,TRT
Karanlıkta Koşanlar,Kanal,TRT 1
Karanlıkta Koşanlar,Yayın tarihi,2001 - 2001
Karanlıkta Koşanlar,Durumu,Sona erdi
Küçük Besleme,Format,Televizyon dizisi
Küçük Besleme,Tür,Dram
Küçük Besleme,Senarist,Sevda Aktolga İlker Arslan
Küçük Besleme,Yönetmen,Tunca Yönder
Küçük Besleme,Başrol,Tomris Oğuzalp Nur Kulakoğlu Esmeray Gökhan Eğilmezbaş Kuzey Vargın
Küçük Besleme,Ülke,Türkiye
Küçük Besleme,Dili,Türkçe
Küçük Besleme,Sezon sayısı,3
Küçük Besleme,Bölüm sayısı,175
Küçük Besleme,Yapımcı,Tunca Yönder
Küçük Besleme,Mekân,İstanbul
Küçük Besleme,Yapım  şirketi,"Yeni Yapımlar Yönder Ltd,Şti"
Küçük Besleme,Kanal,Star TV  (1999-2001)
Küçük Besleme,Ses formatı,Stereo
Küçük Besleme,Yayın tarihi,19 Mayıs 1999 - 30 Kasım 2001
Küçük Besleme,Durumu,Sona erdi
Örümcek,Format,Televizyon dizisi
Örümcek,Tür,Dram Gerilim
Örümcek,Senarist,Hüseyin Karakaş
Örümcek,Yönetmen,Zeynep Tor
Örümcek,Başrol,Nilüfer Kurt İpek Tenolcay Betül Arım Asuman Dabak Aykut Sözeri
Örümcek,Besteci,Özkan Turgay
Örümcek,Ülke,Türkiye
Örümcek,Dili,Türkçe
Örümcek,Sezon sayısı,4
Örümcek,Bölüm sayısı,110
Örümcek,Yapımcı,Hüseyin Karakaş
Örümcek,Görüntü yönetmeni,Hüseyin Karakaş
Örümcek,Kamera,Haluk Erkan Hüseyin Devrim
Örümcek,Gösterim süresi,55 dakika
Örümcek,Yapım  şirketi,Sedine Prodüksiyon
Örümcek,Kanal,Show TV
Örümcek,Yayın tarihi,29 Ekim 1997 - 1 Eylül 2001
Örümcek,Durumu,Sona erdi
Ruhsar,Format,Televizyon dizisi
Ruhsar,Tür,Fantastik Komedi
Ruhsar,Senarist,Gani Müjde Fatih Solmaz
Ruhsar,Yönetmen,Ümmü Burhan Samim Değer Ömür Atay
Ruhsar,Başrol,Hande Ataizi Cem Davran
Ruhsar,Besteci,Özkan Turgay Fikret Alper
Ruhsar,Ülke,Türkiye
Ruhsar,Dili,Türkçe
Ruhsar,Sezon sayısı,5
Ruhsar,Bölüm sayısı,108
Ruhsar,Yapımcı,Abdullah Oğuz
Ruhsar,Mekân,"Ümraniye ,  İstanbul"
Ruhsar,Gösterim süresi,40-45 dakika
Ruhsar,Yapım  şirketi,ANS Productions
Ruhsar,Kanal,Kanal D  (1998-2001) Kanal D  (2002) (Tekrar) Euro D  (2005) (Tekrar) D Max  (2006) (Tekrar) teve2  (2016) (Tekrar)
Ruhsar,Resim formatı,4:3
Ruhsar,Ses formatı,Stereo
Ruhsar,Yayın tarihi,7 Şubat 1998  ( 1998-02-07 )  -  29 Aralık 2001  ( 2001-12-29 )
Ruhsar,Durumu,Sona erdi
Ruhsar,Sonra gelen,Hayal ve Gerçek  (2007)
Şaşıfelek Çıkmazı,Format,Televizyon dizisi
Şaşıfelek Çıkmazı,Yazar,Mahinur Ergun
Şaşıfelek Çıkmazı,Yönetmen,Mahinur Ergun (1996-1998) Çağan Irmak  (2001)
Şaşıfelek Çıkmazı,Başrol,Derya Alabora Zuhal Gencer Fikret Kuşkan Füsun Demirel Dilaver Uyanık Suzan Aksoy Mahperi Mertoğlu Aysun Metiner Hakan Tanfer
Şaşıfelek Çıkmazı,Ülke,Türkiye
Şaşıfelek Çıkmazı,Dili,Türkçe
Şaşıfelek Çıkmazı,Sezon sayısı,4
Şaşıfelek Çıkmazı,Bölüm sayısı,63
Şaşıfelek Çıkmazı,Yapımcı,Sinan Yaka
Şaşıfelek Çıkmazı,Kanal,"TRT 1  (1996-1998), (2001)"
Şaşıfelek Çıkmazı,Resim formatı,4:3
Şaşıfelek Çıkmazı,Ses formatı,Stereo
Şaşıfelek Çıkmazı,Durumu,Sona erdi
Tatlı Kaçıklar,Format,Televizyon dizisi
Tatlı Kaçıklar,Tür,Durum komedisi
Tatlı Kaçıklar,Senarist,İhsan Aydın Kemal Kenan Ergen Murat Kürüz Vasıf Küçükoruç Atay Sözer
Tatlı Kaçıklar,Yönetmen,Aram Gülyüz
Tatlı Kaçıklar,Başrol,Mehmet Ali Erbil Yalçın Menteş Buket Dereoğlu Neslihan Yeldan Pelin Körmükçü İsmet Ay Erol Günaydın Meltem Cumbul Kayhan Yıldızoğlu Ümit Okur Dursun Ali Sarıoğlu Yıldız Kaplan
Tatlı Kaçıklar,Ülke,Türkiye
Tatlı Kaçıklar,Dili,Türkçe
Tatlı Kaçıklar,Sezon sayısı,5
Tatlı Kaçıklar,Bölüm sayısı,165
Tatlı Kaçıklar,Yapımcı,Türker İnanoğlu
Tatlı Kaçıklar,Yapım  şirketi,Erler Film
Tatlı Kaçıklar,Kanal,atv  (1996-2001)
Tatlı Kaçıklar,Resim formatı,4:3
Tatlı Kaçıklar,Ses formatı,Stereo
Tatlı Kaçıklar,Yayın tarihi,6 Kasım 1996 - 15 Haziran 2001
Tatlı Kaçıklar,Durumu,Sona erdi
Vay Anam Vay,Format,Televizyon dizisi
Vay Anam Vay,Tür,Komedi
Vay Anam Vay,Proje tasarımcısı,Gani Müjde
Vay Anam Vay,Senarist,Gani Müjde Caner Güler Uğur Yağcıoğlu
Vay Anam Vay,Yönetmen,Erdoğan Engin
Vay Anam Vay,Yaratıcı  yönetmen(ler),Necla Bayraktar
Vay Anam Vay,Başrol,Nevra Serezli Atilla Olgaç Sıdıka Şenkan Ayhan Kavas Gülen Karaman Hakan Vanlı Burçak Işımer Metin Zakoğlu Saydam Yeniay Melike Güner Alev Cınbarcı Rüyam Olunçay Parkan Özturan Kaya Gürel Ezgim Kılınç Mustafa Uzunyılmaz Nesrin İşçi Nihal Menzil
Vay Anam Vay,Tema müziği bestecisi,Güliz Asyalı
Vay Anam Vay,Ülke,Türkiye
Vay Anam Vay,Dili,Türkçe
Vay Anam Vay,Sezon sayısı,1
Vay Anam Vay,Bölüm sayısı,60
Vay Anam Vay,Yönetici  yapımcı,İnci Kırhan
Vay Anam Vay,Yapımcı,Abdullah Oğuz
Vay Anam Vay,Mekân,İstanbul
Vay Anam Vay,Gösterim süresi,95 dakika
Vay Anam Vay,Yapım  şirketi,D Productions
Vay Anam Vay,Kanal,Kanal D
Vay Anam Vay,Resim formatı,4:3
Vay Anam Vay,Ses formatı,Stereo
Vay Anam Vay,Yayın tarihi,27 Kasım 2000  ( 2000-11-27 ) [1] [2]  -  18 Mayıs 2001  ( 2001-05-18 ) [3] [4] [5]
Vay Anam Vay,Durumu,Sona erdi
Aynalı Tahir,Format,Televizyon dizisi
Aynalı Tahir,Tür,Dram
Aynalı Tahir,Senarist,Sergin Akyaz   Seçil Akyaz
Aynalı Tahir,Öykü,Sergin Akyaz
Aynalı Tahir,Yönetmen,Erhan Baytimur   Cankat Ergin  Hilal Saral  Abdülkadir Ceylan Ede
Aynalı Tahir,Başrol,Alişan Arif Kilisli Erkan Petekkaya Bulut Aras Saruhan Hünel Kayra Şenocak Yeşim Büber Arkın Gelenbe Emine Ün Nihan Özcan [1]
Aynalı Tahir,Tema müziği bestecisi,Yıldıray Gürgen (1-81)   Aydın Kara (82-161)
Aynalı Tahir,Açılış müziği,Kralı Gelse (1-81)
Aynalı Tahir,Besteci,Yıldıray Gürgen   Ali Otyam   Volkan Gücer   Aydın Kara   Aria
Aynalı Tahir,Ülke,Türkiye
Aynalı Tahir,Dili,Türkçe
Aynalı Tahir,Sezon sayısı,5
Aynalı Tahir,Bölüm sayısı,175 [2] [3] [4] [5]
Aynalı Tahir,Yapımcı,Sergin Akyaz
Aynalı Tahir,Kurgucu,Erol Vatan
Aynalı Tahir,Mekân,İstanbul
Aynalı Tahir,Görüntü yönetmeni,Güngör Toydemir   Ümit Ardabak   Sedat Yücel   Nazım Edeer   Ercan Sağmen   Ayhan Şen
Aynalı Tahir,Gösterim süresi,45 dakika
Aynalı Tahir,Yapım  şirketi,Base Productions
Aynalı Tahir,Kanal,Star TV  (1998-2001)  Flash TV  (2002) [6]
Aynalı Tahir,Resim formatı,576i  ( 4:3 )
Aynalı Tahir,Ses formatı,Stereo
Aynalı Tahir,Yayın tarihi,3 Ocak 1998 - Ocak 2002
Aynalı Tahir,Durumu,Sona erdi [7]
Bayanlar Baylar,Format,Televizyon dizisi
Bayanlar Baylar,Tür,Komedi
Bayanlar Baylar,Senarist,Gani Müjde
Bayanlar Baylar,Yönetmen,Erdoğan Engin
Bayanlar Baylar,Başrol,Oktay Kaynarca Hande Ataizi Günay Karacaoğlu Yavuz Bingöl Levent Üzümcü Aşkın Nur Yengi Belma Canciğer Sümer Tilmaç Emine Ün Mansur Ark Nükhet Duru Özlem Yıldız
Bayanlar Baylar,Ülke,Türkiye
Bayanlar Baylar,Dili,Türkçe
Bayanlar Baylar,Sezon sayısı,1
Bayanlar Baylar,Bölüm sayısı,13
Bayanlar Baylar,Yapımcı,Abdullah Oğuz
Bayanlar Baylar,Yapım  şirketi,ANS Productions
Bayanlar Baylar,Kanal,Kanal D
Bayanlar Baylar,Ses formatı,Stereo
Bayanlar Baylar,Yayın tarihi,10 Nisan 2002  ( 2002-04-10 ) [1]  -  20 Eylül 2002  ( 2002-09-20 ) [2]
Bayanlar Baylar,Durumu,Sona erdi
Bizimkiler,Format,Televizyon dizisi
Bizimkiler,Tür,Aile
Bizimkiler,Senarist,Umur Bugay
Bizimkiler,Yönetmen,Yalçın Yelence  (454 bölüm)  Erkavim Yıldırım  (5 bölüm)
Bizimkiler,Başrol,Erdal Özyağcılar Ayşe Kökçü Atılay Uluışık Ercan Yazgan Mehmet Akan Savaş Dinçel Oktay Sözbir
Bizimkiler,Ülke,Türkiye
Bizimkiler,Dili,Türkçe
Bizimkiler,Sezon sayısı,15
Bizimkiler,Bölüm sayısı,459 ( bölümleri listesi )
Bizimkiler,Yapımcı,Bugay Yapım Ar Ajans  (ilk 3 sezon)
Bizimkiler,Mekân,"İstanbul ,  Kadıköy"
Bizimkiler,Gösterim süresi,50-60 dakika
Bizimkiler,Kanal,"TRT 1  (1989-1994) Star TV  (1994-1999, 2002) Show TV  (1999-2002)"
Bizimkiler,Resim formatı,4:3
Bizimkiler,Ses formatı,Stereo
Bizimkiler,Yayın tarihi,7 Ocak 1989 - 27 Ekim 2002
Bizimkiler,Durumu,Sona erdi
Bizimkiler,İlişkili programlar,Yazlıkçılar  (1993-1998)
Dadı,Format,Televizyon dizisi
Dadı,Tür,Komedi Sit-com
Dadı,Senarist,Erol Hızarcı
Dadı,Yönetmen,Fatih Aksoy Ebru Yalçın Yonca Güzelpınar
Dadı,Başrol,Gülben Ergen Kenan Işık Haldun Dormen Seray Sever Sinem Kobal İlkay Saran Yaşar Abravaya Gökçe Uzuner Tanju Tuncel Ercan Süt Alp Emre Kököz Altuğ Yücel
Dadı,Besteci,Hasan Baran
Dadı,Ülke,Türkiye
Dadı,Dili,Türkçe
Dadı,Sezon sayısı,3
Dadı,Bölüm sayısı,61
Dadı,Yapımcı,Sibel Tuna
Dadı,Gösterim süresi,45 dakika
Dadı,Yapım  şirketi,Medyapım
Dadı,Kanal,Show TV  (2001)  Star TV  (2002)
Dadı,Ses formatı,Stereo
Dadı,Yayın tarihi,5 Ocak 2001 - 28 Ekim 2002
Dadı,Durumu,Sona erdi.
Deli Yürek,Format,Televizyon dizisi
Deli Yürek,Tür,Aksiyon Dram Politik
Deli Yürek,Senarist,Ömer Lütfi Mete Raci Şaşmaz Bahadır Özdener Güliz Kucur
Deli Yürek,Yönetmen,Osman Sınav
Deli Yürek,Başrol,Kenan İmirzalıoğlu Zeynep Tokuş Melda Bekcan Demir Karahan Kürşat Alnıaçık Ali Sürmeli Selçuk Yöntem
Deli Yürek,Besteci,Bora Ebeoğlu Cengiz Onural
Deli Yürek,Ülke,Türkiye
Deli Yürek,Dili,Türkçe
Deli Yürek,Sezon sayısı,4
Deli Yürek,Bölüm sayısı,113 ( bölümleri listesi )
Deli Yürek,Yapımcı,Mustafa Şevki Doğan
Deli Yürek,Kurgucu,Kemalettin Osmanlı
Deli Yürek,Mekân,İstanbul
Deli Yürek,Görüntü yönetmeni,Fırat Şenol Kemal Şanlı Murat Üstün Tevfik Şenol
Deli Yürek,Gösterim süresi,60 dakika
Deli Yürek,Yapım  şirketi,Sinegraf
Deli Yürek,Kanal,Show TV  (1998-2001) atv  (2002)
Deli Yürek,Resim formatı,4:3
Deli Yürek,Ses formatı,Stereo
Deli Yürek,Yayın tarihi,5 Ekim 1998 - 24 Haziran 2002
Deli Yürek,Durumu,Sona erdi
Efsane,Format,Televizyon dizisi
Efsane,Tür,Fantastik Polisiye Macera
Efsane,Senarist,Tayfun Güneyer
Efsane,Yönetmen,Tunç Başaran
Efsane,Başrol,Şemsi İnkaya Tardu Flordun
Efsane,Ülke,Türkiye
Efsane,Dili,Türkçe
Efsane,Sezon sayısı,1
Efsane,Bölüm sayısı,4
Efsane,Yapımcı,Replik Film
Efsane,Gösterim süresi,55 dakika
Efsane,Kanal,Star TV  (2002)
Efsane,Yayın tarihi,2002 - 2002
Efsane,Durumu,Sona erdi
Kader Ayırsa Bile,Format,Televizyon dizisi
Kader Ayırsa Bile,Tür,Dram
Kader Ayırsa Bile,Senarist,Safa Önal
Kader Ayırsa Bile,Yönetmen,Tunca Yönder
Kader Ayırsa Bile,Başrol,Esra Ronabar Serkan Üstüner Suna Dizdar Erdoğan Kapısız Ulvi Alacakaptan Sühan Karaduman Betül Kızılok Bavli Fırat Çöloğlu
Kader Ayırsa Bile,Ülke,Türkiye
Kader Ayırsa Bile,Dili,Türkçe
Kader Ayırsa Bile,Sezon sayısı,1
Kader Ayırsa Bile,Bölüm sayısı,4
Kader Ayırsa Bile,Yapımcı,A. Meltem Yönder
Kader Ayırsa Bile,Gösterim süresi,60 dakika
Kader Ayırsa Bile,Kanal,Star TV  (2002)
Kader Ayırsa Bile,Yayın tarihi,16 Kasım 2002 - 2002
Kader Ayırsa Bile,Durumu,Sona erdi
Karaoğlan,Format,Televizyon dizisi
Karaoğlan,Tür,Drama Tarihî Aksiyon
Karaoğlan,Senarist,Ahmet Yurdakul Arda Uskan Selçuk Akman Suat Yalaz
Karaoğlan,Yönetmen,Abdullah Oğuz Cem Akyoldaş Çetin İnanç Erdoğan Engin
Karaoğlan,Başrol,Kaan Urgancıoğlu Tuba Ünsal Serdar Gökhan Özlem Tekin İpek Tanrıyar Sümer Tilmaç İştar Gökseven Hasan Yalnızoğlu Evrim Solmaz Fatoş Silan Ayşen Gürler Haldun Boysan Sinemis Candemir Nihat Nikerel Ökkeş Avgın Şevval Sam Yılmaz Köksal
Karaoğlan,Ülke,Türkiye
Karaoğlan,Dili,Türkçe
Karaoğlan,Sezon sayısı,1
Karaoğlan,Bölüm sayısı,7
Karaoğlan,Yapımcı,Abdullah Oğuz
Karaoğlan,Mekân,İstanbul
Karaoğlan,Gösterim süresi,50 dakika
Karaoğlan,Yapım  şirketi,ANS Production
Karaoğlan,Kanal,Kanal D
Karaoğlan,Resim formatı,4:3
Karaoğlan,Ses formatı,Stereo
Karaoğlan,Yayın tarihi,20 Eylül 2002  ( 2002-09-20 ) [1]  -  8 Kasım 2002  ( 2002-11-08 ) [2]
Karaoğlan,Durumu,Sona erdi
Mahallenin Muhtarları,Format,Televizyon dizisi
Mahallenin Muhtarları,Tür,Aile
Mahallenin Muhtarları,Senarist,Kandemir Konduk
Mahallenin Muhtarları,Yönetmen,Oğuz Yalçın Filiz Kaynak Avni Kütükoğlu Nursan Esenboğa
Mahallenin Muhtarları,Başrol,Aydan Burhan Erkan Can Cihat Tamer Işık Aras Goncagül Sunar Esra Akkaya Nedret Özbek Leman Çıdamlı Filiz Taçbaş
Mahallenin Muhtarları,Ülke,Türkiye
Mahallenin Muhtarları,Dili,Türkçe
Mahallenin Muhtarları,Sezon sayısı,10
Mahallenin Muhtarları,Bölüm sayısı,337
Mahallenin Muhtarları,Yapımcı,Hüseyin Apaydın
Mahallenin Muhtarları,Mekân,"Maltepe ,  İstanbul"
Mahallenin Muhtarları,Yapım  şirketi,Replik Yapım
Mahallenin Muhtarları,Kanal,Kanal 6  (1992-1994) atv  (1994-2000) Kanal D  (2001-2002) Star TV  (2002)
Mahallenin Muhtarları,Ses formatı,Stereo
Mahallenin Muhtarları,Yayın tarihi,5 Ekim 1992  ( 1992-10-05 )  -  18 Haziran 2002  ( 2002-06-18 )
Mahallenin Muhtarları,Durumu,Sona erdi
Yeditepe İstanbul,Format,Televizyon dizisi
Yeditepe İstanbul,Tür,Dram Aile Duygusal
Yeditepe İstanbul,Senarist,Ali Ulvi Hünkar
Yeditepe İstanbul,Yönetmen,Türkân Derya Güven Aydın Bulut [1]
Yeditepe İstanbul,Ülke,Türkiye
Yeditepe İstanbul,Dili,Türkçe
Yeditepe İstanbul,Sezon sayısı,2
Yeditepe İstanbul,Bölüm sayısı,47
Yeditepe İstanbul,Mekân,"Balat ,  İstanbul"
Yeditepe İstanbul,Kanal,TRT 1
Yeditepe İstanbul,Resim formatı,PAL
Yeditepe İstanbul,Ses formatı,Stereo
Yeditepe İstanbul,Yayın tarihi,18 Mayıs 2001  ( 2001-05-18 ) [2]  -  24 Haziran 2002  ( 2002-06-24 ) [3]
Yeditepe İstanbul,Durumu,Sona erdi
Yılan Hikâyesi,Format,Televizyon dizisi
Yılan Hikâyesi,Tür,Dram Komedi Polisiye
Yılan Hikâyesi,Senarist,Tayfun Güneyer
Yılan Hikâyesi,Yönetmen,Nihat Durak
Yılan Hikâyesi,Başrol,Meltem Cumbul Memet Ali Alabora
Yılan Hikâyesi,Tema müziği bestecisi,Ali Otyam
Yılan Hikâyesi,Ülke,Türkiye
Yılan Hikâyesi,Dili,Türkçe
Yılan Hikâyesi,Sezon sayısı,3
Yılan Hikâyesi,Bölüm sayısı,90
Yılan Hikâyesi,Yapımcı,Osman Yağmurdereli
Yılan Hikâyesi,Gösterim süresi,55 dakika
Yılan Hikâyesi,Yapım  şirketi,Yağmur Ajans
Yılan Hikâyesi,Kanal,Kanal D  (1999-2002)
